Track name, Artist name, Album, Playlist name, Type, ISRC,,Date
I Won't See You Tonight Part 2,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323023,,
I Won't See You Tonight Part 1,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323022,,
Radiant Eclipse,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323021,,
Second Heartbeat,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323020,,
Eternal Rest,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323019,,
Desecrate Through Reverence,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323018,,
Remenissions,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323017,,
Chapter Four,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323016,,
Unholy Confessions,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323015,,
Waking The Fallen,Avenged Sevenfold,Waking The Fallen: Resurrected,Favorite Songs,Favorite,USHR20323014,,
Acid Rain,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302498,,
Planets,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302497,,
Coming Home,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302496,,
Heretic,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302495,,
Crimson Day,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302494,,
Requiem,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302493,,
This Means War,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302492,,
Doing Time,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302491,,
Hail to the King,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302191,,
Shepherd of Fire,Avenged Sevenfold,Hail to the King,Favorite Songs,Favorite,USWB11302490,,
Save Me,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001441,,
Fiction,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001440,,
Victim,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001438,,
So Far Away,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001436,,
Natural Born Killer,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001435,,
Buried Alive,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001434,,
Danger Line,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001433,,
Nightmare,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001149,,
Tonight the World Dies,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001439,,
God Hates Us,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001437,,
Welcome to the Family,Avenged Sevenfold,Nightmare,Favorite Songs,Favorite,USWB11001432,,
Dear God,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10704001,,
A Little Piece of Heaven,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10704000,,
Lost,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703999,,
Brompton Cocktail,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703998,,
Unbound (The Wild Ride),Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703997,,
Gunslinger,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703996,,
Afterlife,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703995,,
Scream,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703994,,
Almost Easy,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703783,,
Critical Acclaim,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703452,,
M.I.A.,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501919,,
Betrayed,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501918,,
Strength of the World,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501917,,
The Wicked End,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501916,,
Sidewinder,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501915,,
Seize the Day,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501914,,
Trashed and Scattered,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501913,,
Bat Country,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501912,,
Blinded in Chains,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501911,,
Burn It Down,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501910,,
Beast and the Harlot,Avenged Sevenfold,City of Evil,Favorite Songs,Favorite,USWB10501909,,
And All Things Will End,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323025,,
Clairvoyant Disease,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323024,,
I Won't See You Tonight Part 2,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323023,,
I Won't See You Tonight Part 1,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323022,,
Radiant Eclipse,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323021,,
Second Heartbeat,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323020,,
Eternal Rest,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323019,,
Desecrate Through Reverence,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323018,,
Remenissions,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323017,,
Chapter Four,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323016,,
Unholy Confessions,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323015,,
Waking the Fallen,Avenged Sevenfold,Waking The Fallen,Favorite Songs,Favorite,USHR20323014,,
Shattered By Broken Dreams,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323013,,
Streets,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323012,,
Thick And Thin,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323011,,
Forgotten Faces,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323010,,
Breaking Their Hold,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323009,,
An Epic Of Time Wasted,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323008,,
Warmness On The Soul,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323007,,
Lips Of Deceit,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323006,,
We Come Out At Night,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323005,,
The Art Of Subconscious Illusion,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323004,,
Darkness Surrounding,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323003,,
Turn The Other Way,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323002,,
To End The Rapture,Avenged Sevenfold,Sounding The Seventh Trumpet,Favorite Songs,Favorite,USHR20323001,,
Carry On,Avenged Sevenfold,Carry On,Favorite Songs,Favorite,USWB11202570,,
"Not Ready to Die - From ""Call of the Dead""",Avenged Sevenfold,"Not Ready to Die (From ""Call of the Dead"")",Favorite Songs,Favorite,USWB11100967,,
Seize the Day - Live in Seattle,Avenged Sevenfold,Welcome to the Family,Favorite Songs,Favorite,USWB11004172,,
4:00 AM,Avenged Sevenfold,Welcome to the Family,Favorite Songs,Favorite,USWB11004171,,
Welcome to the Family,Avenged Sevenfold,Welcome to the Family,Favorite Songs,Favorite,USWB11001432,,
Crossroads,Avenged Sevenfold,Crossroads,Favorite Songs,Favorite,USWB10800155,,
Walk,Avenged Sevenfold,Walk,Favorite Songs,Favorite,USWB10702879,,
All I Want for Christmas Is You - 2005,My Chemical Romance,Gift Wrapped: 20 Songs That Keep On Giving,Favorite Songs,Favorite,USRE10901921,,
House of Wolves,My Chemical Romance,The Black Parade,Favorite Songs,Favorite,USRE10602908,,
Too Dumb to Die,Green Day,Revolution Radio,Favorite Songs,Favorite,USRE11600434,,
The Trooper,Iron Maiden,Piece of Mind,Favorite Songs,Favorite,GBAYE9801390,,
Suzanne,Creeper,Suzanne,Favorite Songs,Favorite,GBAHT1600428,,
Hiding With Boys,Creeper,Hiding With Boys,Favorite Songs,Favorite,GBAHT1600433,,
Black Mass,Creeper,The Stranger,Favorite Songs,Favorite,GBAHT1500656,,
Valentine,Creeper,The Stranger,Favorite Songs,Favorite,GBAHT1500655,,
Gloom,Creeper,Creeper,Favorite Songs,Favorite,TCABY1409945,,
We Had a Pact,Creeper,Creeper,Favorite Songs,Favorite,TCABY1409944,,
Allergies,Creeper,The Callous Heart,Favorite Songs,Favorite,GBAHT1500415,,
Lie Awake,Creeper,The Callous Heart,Favorite Songs,Favorite,GBAHT1500416,,
Misery,Creeper,The Stranger,Favorite Songs,Favorite,GBAHT1500657,,
I Choose To Live,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600440,,
Winona Forever,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600439,,
Darling,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600438,,
Crickets,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600437,,
Room 309,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600436,,
Down Below,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600435,,
Misery,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600434,,
Hiding With Boys,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600433,,
Suzanne,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600428,,
Poison Pens,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600432,,
Black Rain,Creeper,"Eternity, In Your Arms",Favorite Songs,Favorite,GBAHT1600431,,
Novena,Creeper,Creeper,Favorite Songs,Favorite,TCABY1409950,,
Up the Wolves,The Mountain Goats,The Sunset Tree,Favorite Songs,Favorite,GBAFL0400075,,
This Year,The Mountain Goats,The Sunset Tree,Favorite Songs,Favorite,GBAFL0400071,,
Love Love Love,The Mountain Goats,The Sunset Tree,Favorite Songs,Favorite,GBAFL0400080,,
Whatsername,Green Day,American Idiot (Deluxe),Favorite Songs,Favorite,USRE10400994,,
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,Favorite Songs,Favorite,USGF18714801,,
Lion's Teeth,The Mountain Goats,The Sunset Tree,Favorite Songs,Favorite,GBAFL0400076,,
Amy,Green Day,¡DOS!,Favorite Songs,Favorite,USRE11200488,,
Life on Mars? - 2015 Remaster,David Bowie,Hunky Dory (2015 Remaster),Favorite Songs,Favorite,USJT11500131,,
Cliffs Of Dover - Instrumental,Eric Johnson,Ah Via Musicom,Favorite Songs,Favorite,USCA28900086,,
I Don't Care - Single Version,Fall Out Boy,Folie à Deux,Favorite Songs,Favorite,USUM70835313,,
Don't Stop Me Now - Remastered 2011,Queen,Jazz (Deluxe Remastered Version),Favorite Songs,Favorite,GBUM71029610,,
Misery Business,Paramore,Riot!,Favorite Songs,Favorite,USAT20702617,,
The Shooting Star That Destroyed Us,A Static Lullaby,...And Don't Forget To Breathe,Favorite Songs,Favorite,USSM10310602,,
The Middle,Jimmy Eat World,Jimmy Eat World,Favorite Songs,Favorite,USDW10110256,,
Miracle,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703497,,
How Many Walls,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703496,,
Politics Of Love,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703500,,
Bullshit,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703492,,
Far From Perfect,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703494,,
Mourning In Amerika,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703498,,
Parts Per Million,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703499,,
Welcome To The Breakdown,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703501,,
The Violence,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703493,,
House On Fire,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703495,,
Wolves,Rise Against,Wolves,Favorite Songs,Favorite,USUM71703502,,
Whereabouts Unknown,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832586,,
Hairline Fracture,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832585,,
Hero Of War,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832583,,
Entertainment,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832582,,
Audience Of One,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832581,,
From Heads Unworthy,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832579,,
Kotov Syndrome,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832578,,
The Dirt Whispered,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832577,,
Re-Education (Through Labor),Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70828859,,
Long Forgotten Sons,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832576,,
Collapse (Post-Amerika),Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832575,,
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",Favorite Songs,Favorite,USSM10801605,,
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,Favorite Songs,Favorite,GBAYE0800265,,
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",Favorite Songs,Favorite,USSM10801605,,
Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Favorite Songs,Favorite,USJT11200004,,
Bullfight,A Day To Remember,Bad Vibrations (Deluxe Edition),Favorite Songs,Favorite,USEP41609006,,
Wake Me up When September Ends,Green Day,American Idiot (Deluxe),Favorite Songs,Favorite,USRE10400992,,
Pretty Handsome Awkward,The Used,Lies for the Liars,Favorite Songs,Favorite,USRE10700543,,
The Walking Wounded,Bayside,The Walking Wounded (Gold Edition),Favorite Songs,Favorite,USVIC0845501,,
Empty Space,The Story So Far,What You Don't See,Favorite Songs,Favorite,USSTT1300006,,
The Strength To Go On,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832580,,
Savior,Rise Against,Appeal To Reason,Favorite Songs,Favorite,USUM70832584,,
Unicorn Tolerance,The Mountain Goats,Goths (Deluxe Version),Favorite Songs,Favorite,USMRG1757905,,
Paid in Cocaine,The Mountain Goats,Goths (Deluxe Version),Favorite Songs,Favorite,USMRG1757908,,
Miss Murder,AFI,DECEMBERUNDERGROUND,Favorite Songs,Favorite,USUM70602578,,
I Want to Be Buried in Your Backyard,Nightmare Of You,Nightmare of You,Favorite Songs,Favorite,TCABP1342485,,
Thumbelina,Nightmare Of You,Nightmare of You,Favorite Songs,Favorite,TCABP1342481,,
Back in the USA,Green Day,Greatest Hits: God's Favorite Band,Favorite Songs,Favorite,USRE11700462,,
Why Am I Always Right?,Nightmare Of You,Nightmare of You,Favorite Songs,Favorite,TCABP1342483,,
Prayer Of The Refugee,Rise Against,The Sufferer & The Witness,Favorite Songs,Favorite,USUM70603971,,
Afterlife,Avenged Sevenfold,Avenged Sevenfold,Favorite Songs,Favorite,USWB10703995,,
Blue Christmas,Creeper,Christmas,Favorite Songs,Favorite,GBAHT1700752,,
Fairytale of New York,Creeper,Christmas,Favorite Songs,Favorite,GBAHT1700750,,
Same Time Next Year?,Creeper,Christmas,Favorite Songs,Favorite,GBAHT1700751,,
Herbal Jazz Cigarette,Nightmare Of You,Bang,Favorite Songs,Favorite,USJV60700005,,
Little Know It All,Iggy Pop,Skull Ring,Favorite Songs,Favorite,USVI20301004,,
Bridges,Courage My Love,For Now,Favorite Songs,Favorite,CA4DB1100008,,
"Dear Scene, I Wish I Were Deaf",Nightmare Of You,Nightmare of You,Favorite Songs,Favorite,TCABP1342479,,
Space Oddity - 2015 Remaster,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],Favorite Songs,Favorite,USJT11500173,,
Skylines and Turnstiles,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602207,,
Headfirst for Halos,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602206,,
Our Lady of Sorrows,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602205,,
Vampires Will Never Hurt You,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602203,,
"Honey, This Mirror Isn't Big Enough for the Two of Us",My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602202,,
Demolition Lovers,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602211,,
Cubicles,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602210,,
This Is the Best Day Ever,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602209,,
Early Sunsets Over Monroeville,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602208,,
Drowning Lessons,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602204,,
Romance,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Favorite Songs,Favorite,US5660602201,,
Andrew Eldritch Is Moving Back to Leeds,The Mountain Goats,Goths,Favorite Songs,Favorite,USMRG1757902,,
The Days Go by Oh so Slow,Nightmare Of You,Nightmare of You,Favorite Songs,Favorite,TCABP1342470,,
I'm so Fucking Mad,Nightmare Of You,Friends,Favorite Songs,Favorite,TCACD1539601,,
Marry Me,Nightmare Of You,Nightmare of You,Favorite Songs,Favorite,TCABP1342488,,
Still Breathing,Green Day,Revolution Radio,Favorite Songs,Favorite,USRE11600432,,
Black Rain - Edit,Creeper,Black Rain (Edit),Favorite Songs,Favorite,GBAHT1700068,,
The Trooper - 1998 Remastered Version,Iron Maiden,Piece of Mind (1998 Remastered Version),Favorite Songs,Favorite,GBAYE9801390,,
The Mountain,Three Days Grace,The Mountain,Favorite Songs,Favorite,USRC11703664,,
The World You Love,Jimmy Eat World,Futures (Deluxe Version),Favorite Songs,Favorite,USDW10400938,,
The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),Favorite Songs,Favorite,USDW10110256,,
Vcr,Creeper,Creeper,Favorite Songs,Favorite,TCABY1409946,,
Nothing To Lose But You,Three Days Grace,Outsider,Favorite Songs,Favorite,USRC11703667,,
Me Against You,Three Days Grace,Outsider,Favorite Songs,Favorite,USRC11703668,,
I Am An Outsider,Three Days Grace,Outsider,Favorite Songs,Favorite,USRC11703665,,
Honeymoon Suite,Creeper,The Callous Heart,Favorite Songs,Favorite,GBAHT1500414,,
Astral Projection,Creeper,The Stranger,Favorite Songs,Favorite,GBAHT1500658,,
